Taxa	Fresh	Brackish	Marine	total
D_2__GracilibacteriaD_3__Candidatus Peribacteria	NA	NA	NA	13
D_2__AlphaproteobacteriaD_3__Reyranellales	NA	NA	NA	49
D_2__ThermotogaeD_3__Petrotogales	NA	NA	NA	3
D_2__BabeliaeD_3__Babeliales	NA	NA	NA	61
D_2__PhycisphaeraeD_3__MSBL9	NA	NA	NA	14
D_2__KiritimatiellaeD_3__Kiritimatiellales	NA	NA	NA	24
D_2__CalditrichiaD_3__Calditrichales	NA	NA	NA	5
D_2__GammaproteobacteriaD_3__Beggiatoales	NA	NA	NA	14
D_2__AcidimicrobiiaD_3__IMCC26256	1	NA	NA	45
D_2__OxyphotobacteriaD_3__Thermosynechococcales	NA	NA	NA	2
D_2__VerrucomicrobiaeD_3__S-BQ2-57 soil group	NA	NA	NA	9
D_2__GammaproteobacteriaD_3__Milano-WF1B-44	NA	NA	NA	5
D_2__P9X2b3D02D_3__uncultured Nitrospina sp.	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__PLTA13	NA	NA	NA	20
D_2__DeltaproteobacteriaD_3__Syntrophobacterales	NA	NA	NA	102
D_2__GammaproteobacteriaD_3__Tenderiales	NA	NA	NA	7
D_2__SL56 marine groupD_3__marine metagenome	1	NA	NA	4
D_2__GracilibacteriaD_3__uncultured Flavobacterium sp.	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__Azospirillales	NA	1	NA	52
D_2__DeltaproteobacteriaD_3__RCP2-54	NA	NA	NA	17
D_2__NitrososphaeriaD_3__Nitrosotaleales	NA	NA	NA	17
D_2__NC10D_3__Methylomirabilales	NA	NA	NA	16
D_2__GammaproteobacteriaD_3__HOC36	NA	1	NA	6
D_2__DeltaproteobacteriaD_3__Sva0485	NA	NA	NA	39
D_2__unculturedD_3__uncultured bacterium SJA-176	NA	NA	NA	1
D_2__OxyphotobacteriaD_3__Leptolyngbyales	NA	NA	NA	14
D_2__GammaproteobacteriaD_3__SZB50	NA	NA	NA	2
D_2__ThermococciD_3__Methanofastidiosales	NA	NA	NA	5
D_2__AnaerolineaeD_3__Caldilineales	NA	NA	NA	19
D_2__OmnitrophiaD_3__uncultured Omnitrophica bacterium	NA	NA	NA	2
D_2__uncultured Verrucomicrobia bacteriumD_3__uncultured Verrucomicrobia bacterium	NA	NA	NA	3
D_2__HydrogenedentiaD_3__Hydrogenedentiales	NA	NA	NA	11
D_2__MethanomicrobiaD_3__Methanomicrobiales	NA	NA	NA	40
D_2__ZetaproteobacteriaD_3__Mariprofundales	NA	NA	NA	11
D_2__AlphaproteobacteriaD_3__Caedibacterales	NA	NA	NA	3
D_2__BathyarchaeiaD_3__uncultured archaeon	NA	NA	NA	55
D_2__KiritimatiellaeD_3__WCHB1-41	NA	NA	NA	30
D_2__ActinobacteriaD_3__Kineosporiales	NA	NA	NA	21
D_2__DeltaproteobacteriaD_3__MBNT15	NA	NA	NA	28
D_2__AminicenantiaD_3__Aminicenantales	NA	NA	NA	17
D_2__4-29-1D_3__uncultured Nitrospira sp.	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__Thalassobaculales	NA	NA	NA	16
D_2__GammaproteobacteriaD_3__CCD24	NA	NA	NA	15
D_2__GammaproteobacteriaD_3__Salinisphaerales	NA	NA	1	29
D_2__GammaproteobacteriaD_3__Piscirickettsiales	NA	NA	NA	5
D_2__WoesearchaeiaD_3__unidentified archaeon	NA	NA	NA	2
D_2__uncultured Banisveld landfill bacterium BVC56D_3__uncultured Banisveld landfill bacterium BVC56	NA	NA	NA	1
D_2__BD2-11 terrestrial groupD_3__uncultured marine bacterium Ant4D5	NA	NA	NA	1
D_2__OligosphaeriaD_3__P.palmC41	NA	NA	NA	4
D_2__ElusimicrobiaD_3__Lineage IV	1	NA	NA	24
D_2__GammaproteobacteriaD_3__Legionellales	NA	NA	NA	89
D_2__AnaerolineaeD_3__1-20	NA	NA	NA	7
D_2__AlphaproteobacteriaD_3__Elsterales	NA	NA	NA	30
D_2__HolophagaeD_3__Acanthopleuribacterales	NA	NA	NA	3
D_2__ThermoplasmataD_3__SG8-5	NA	NA	NA	2
D_2__AlphaproteobacteriaD_3__Micropepsales	NA	1	NA	74
D_2__WoesearchaeiaD_3__uncultured crenarchaeote	NA	NA	NA	10
D_2__OxyphotobacteriaD_3__Phormidesmiales	NA	NA	NA	12
D_2__GammaproteobacteriaD_3__AT-s2-59	NA	NA	NA	5
D_2__GracilibacteriaD_3__Absconditabacteriales (SR1)	NA	NA	NA	40
D_2__Subgroup 6D_3__uncultured Acidobacterium sp.	NA	NA	NA	8
D_2__GammaproteobacteriaD_3__Cardiobacteriales	NA	NA	NA	10
D_2__NC10D_3__Rokubacteriales	NA	NA	NA	37
D_2__GammaproteobacteriaD_3__FGL7S	NA	NA	NA	1
D_2__AnaerolineaeD_3__SBR1031	NA	NA	NA	47
D_2__GammaproteobacteriaD_3__WD260	NA	NA	NA	10
D_2__Subgroup 6D_3__wastewater metagenome	NA	NA	NA	2
D_2__MollicutesD_3__Mollicutes RF39	NA	NA	NA	20
D_2__SericytochromatiaD_3__unidentified	NA	NA	NA	2
D_2__ParcubacteriaD_3__GWA2-38-13b	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured Acidobacteriales bacterium	NA	NA	NA	34
D_2__HolophagaeD_3__Subgroup 7	NA	NA	NA	45
D_2__GemmatimonadetesD_3__Gemmatimonadales	1	NA	NA	215
D_2__DehalococcoidiaD_3__S085	NA	NA	NA	23
D_2__GammaproteobacteriaD_3__EPR3968-O8a-Bc78	NA	NA	NA	7
D_2__OxyphotobacteriaD_3__Limnotrichales	NA	NA	NA	1
D_2__KD4-96D_3__uncultured Anaerolineaceae bacterium	NA	NA	NA	3
D_2__CloacimonadiaD_3__Cloacimonadales	NA	NA	NA	17
D_2__MelainabacteriaD_3__Caenarcaniphilales	NA	NA	NA	5
D_2__GammaproteobacteriaD_3__UBA4486	NA	NA	NA	3
D_2__4-29-1D_3__uncultured Nitrospirae bacterium	NA	NA	NA	1
D_2__AnaerolineaeD_3__Ardenticatenales	NA	NA	NA	5
D_2__GammaproteobacteriaD_3__BD7-8	NA	NA	NA	5
D_2__ParcubacteriaD_3__Candidatus Moranbacteria	NA	NA	NA	5
D_2__ChitinivibrioniaD_3__Chitinivibrionales	NA	NA	NA	4
D_2__GammaproteobacteriaD_3__Orbales	NA	NA	NA	2
D_2__GammaproteobacteriaD_3__JTB23	NA	NA	NA	10
D_2__MelainabacteriaD_3__Vampirovibrionales	NA	NA	NA	8
D_2__Subgroup 5D_3__uncultured Holophaga sp.	NA	NA	NA	6
D_2__OxyphotobacteriaD_3__SepB-3	NA	NA	NA	2
D_2__MelainabacteriaD_3__Obscuribacterales	NA	NA	NA	20
D_2__AlphaproteobacteriaD_3__Dongiales	NA	NA	NA	24
D_2__MollicutesD_3__Izimaplasmatales	NA	NA	NA	12
D_2__ElusimicrobiaD_3__MVP-88	NA	NA	NA	6
D_2__AnaerolineaeD_3__SJA-15	NA	NA	NA	10
D_2__AcidobacteriiaD_3__Subgroup 13	NA	NA	NA	12
D_2__P9X2b3D02D_3__uncultured delta proteobacterium	NA	NA	NA	1
D_2__Blastocatellia (Subgroup 4)D_3__Elev-16S-573	NA	NA	NA	2
D_2__CoriobacteriiaD_3__OPB41	NA	NA	NA	27
D_2__OM190D_3__unidentified planctomycete	NA	1	NA	1
D_2__DehalococcoidiaD_3__SAR202 clade	NA	NA	NA	7
D_2__GammaproteobacteriaD_3__Acidiferrobacterales	NA	NA	NA	18
D_2__SynergistiaD_3__Synergistales	NA	NA	NA	25
D_2__AcidobacteriiaD_3__Subgroup 2	NA	NA	NA	45
D_2__AcidobacteriiaD_3__Acidobacteriales	NA	NA	NA	174
D_2__SaccharimonadiaD_3__Saccharimonadales	1	NA	NA	53
D_2__SpirochaetiaD_3__Brevinematales	NA	NA	NA	1
D_2__OxyphotobacteriaD_3__Oxyphotobacteria Incertae Sedis	NA	NA	NA	8
D_2__JG30-KF-CM66D_3__uncultured Chloroflexi bacterium	NA	NA	NA	19
D_2__ABY1D_3__Candidatus Komeilibacteria	NA	NA	NA	4
D_2__ClostridiaD_3__DTU014	NA	NA	NA	5
D_2__VerrucomicrobiaeD_3__LD1-PB3	NA	NA	NA	3
D_2__ChlamydiaeD_3__Chlamydiales	NA	NA	NA	23
D_2__ABY1D_3__Candidatus Falkowbacteria	NA	NA	NA	13
D_2__ParcubacteriaD_3__Candidatus Azambacteria	NA	NA	NA	4
D_2__CaldisericiaD_3__Caldisericales	NA	NA	NA	4
D_2__NitrososphaeriaD_3__Nitrososphaerales	NA	NA	NA	19
D_2__KD4-96D_3__uncultured Gram-positive bacterium	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__pItb-vmat-80	NA	NA	NA	3
D_2__AlphaproteobacteriaD_3__NRL2	NA	NA	NA	3
D_2__MollicutesD_3__Entomoplasmatales	NA	NA	NA	3
D_2__uncultured Latescibacteria bacteriumD_3__uncultured Latescibacteria bacterium	NA	NA	NA	5
D_2__MicrogenomatiaD_3__Candidatus Woesebacteria	NA	NA	NA	9
D_2__CaldatribacteriiaD_3__Caldatribacteriales	NA	NA	NA	8
D_2__GammaproteobacteriaD_3__KF-JG30-C25	NA	NA	NA	7
D_2__GammaproteobacteriaD_3__JG36-TzT-191	NA	NA	NA	7
D_2__BrocadiaeD_3__Brocadiales	NA	NA	NA	4
D_2__DehalococcoidiaD_3__Dehalococcoidales	NA	NA	NA	4
D_2__ElusimicrobiaD_3__MD2894-B20	NA	NA	NA	2
D_2__ParcubacteriaD_3__Candidatus Campbellbacteria	NA	NA	NA	3
D_2__DehalococcoidiaD_3__vadinBA26	NA	NA	NA	1
D_2__OligosphaeriaD_3__SS1-B-02-17	NA	NA	NA	3
D_2__GammaproteobacteriaD_3__CCM19a	NA	NA	NA	6
D_2__vadinHA49D_3__uncultured Planctomycetales bacterium	NA	NA	NA	2
D_2__WoesearchaeiaD_3__Euryarchaeota archaeon SCGC AAA286-E23	NA	NA	NA	1
D_2__EntotheonelliaD_3__Entotheonellales	NA	NA	NA	9
D_2__KD4-96D_3__bacterium Ellin6529	NA	NA	NA	1
D_2__OLB14D_3__bacterium SCGC AG-212-C10	NA	NA	NA	1
D_2__OligosphaeriaD_3__Oligosphaerales	NA	NA	NA	6
D_2__MollicutesD_3__Mycoplasmatales	NA	NA	NA	4
D_2__bacterium PM5-3D_3__bacterium PM5-3	NA	NA	NA	1
D_2__LentisphaeriaD_3__Lentisphaerales	NA	NA	NA	6
D_2__ThermoproteiD_3__Desulfurococcales	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__Halothiobacillales	NA	NA	NA	8
D_2__Subgroup 6D_3__uncultured bacterium 92	NA	NA	NA	1
D_2__BD2-11 terrestrial groupD_3__uncultured Gemmatimonadetes bacterium	NA	NA	NA	6
D_2__ActinobacteriaD_3__Bifidobacteriales	NA	NA	NA	19
D_2__PhycisphaeraeD_3__Pla1 lineage	NA	NA	NA	2
D_2__GammaproteobacteriaD_3__HglApr721	NA	NA	NA	1
D_2__VerrucomicrobiaeD_3__Arctic97B-4 marine group	NA	NA	NA	6
D_2__DehalococcoidiaD_3__GIF3	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__MBMPE27	NA	NA	NA	4
D_2__AlphaproteobacteriaD_3__Tistrellales	NA	NA	NA	8
D_2__MagnetococciaD_3__Magnetococcales	NA	NA	NA	2
D_2__MicrogenomatiaD_3__Candidatus Pacebacteria	NA	NA	NA	5
D_2__ParcubacteriaD_3__Candidatus Kaiserbacteria	NA	NA	NA	18
D_2__DeferribacteresD_3__Deferribacterales	NA	NA	NA	3
D_2__ActinobacteriaD_3__Micromonosporales	NA	NA	NA	55
D_2__KD4-96D_3__uncultured Anaerolineae bacterium	NA	NA	NA	1
D_2__ABY1D_3__Candidatus Magasanikbacteria	NA	NA	NA	11
D_2__ActinobacteriaD_3__Streptomycetales	NA	NA	NA	75
D_2__ChloroflexiaD_3__Thermomicrobiales	NA	NA	NA	16
D_2__ClostridiaD_3__MBA03	NA	NA	NA	11
D_2__Lineage IIaD_3__uncultured Chitinophagaceae bacterium	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__Competibacterales	NA	NA	NA	8
D_2__OM190D_3__uncultured Crater Lake bacterium CL500-15	NA	1	NA	1
D_2__PhycisphaeraeD_3__CCM11a	NA	NA	NA	8
D_2__ActinobacteriaD_3__Streptosporangiales	NA	NA	NA	15
D_2__ClostridiaD_3__D8A-2	NA	NA	NA	7
D_2__RubrobacteriaD_3__Rubrobacterales	NA	NA	NA	14
D_2__ParcubacteriaD_3__Candidatus Nomurabacteria	NA	NA	NA	11
D_2__GammaproteobacteriaD_3__EC3	NA	NA	NA	1
D_2__ActinobacteriaD_3__Actinomycetales	NA	NA	NA	8
D_2__ClostridiaD_3__Thermoanaerobacterales	NA	NA	NA	3
D_2__MicrogenomatiaD_3__Candidatus Curtissbacteria	NA	NA	NA	1
D_2__ClostridiaD_3__M55-D21	NA	NA	NA	3
D_2__EndomicrobiaD_3__Endomicrobiales	NA	NA	NA	5
D_2__LongimicrobiaD_3__Longimicrobiales	NA	NA	NA	13
D_2__KtedonobacteriaD_3__Ktedonobacterales	NA	NA	NA	5
D_2__ThermoplasmataD_3__Marine Group III	NA	NA	NA	2
D_2__KD4-96D_3__uncultured Longilinea sp.	NA	NA	NA	1
D_2__DeinococciD_3__Thermales	NA	NA	NA	2
D_2__GammaproteobacteriaD_3__Immundisolibacterales	NA	NA	NA	3
D_2__ParcubacteriaD_3__Candidatus Zambryskibacteria	NA	NA	NA	1
D_2__ThermotogaeD_3__Thermotogales	NA	NA	NA	1
D_2__ChlorobiaD_3__Chlorobiales	NA	NA	NA	2
D_2__Subgroup 6D_3__Unknown Order	NA	NA	NA	2
D_2__CoriobacteriiaD_3__Coriobacteriales	NA	NA	NA	23
D_2__ChthonomonadetesD_3__Chthonomonadales	NA	NA	NA	3
D_2__CoprothermobacteriaD_3__Coprothermobacterales	NA	NA	NA	6
D_2__ABY1D_3__Candidatus Uhrbacteria	NA	NA	NA	5
D_2__ParcubacteriaD_3__Candidatus Wolfebacteria	NA	NA	NA	3
D_2__PhycisphaeraeD_3__mle1-8	NA	NA	NA	2
D_2__GammaproteobacteriaD_3__HgCo23	NA	NA	NA	1
D_2__ActinobacteriaD_3__Pseudonocardiales	NA	NA	NA	31
D_2__Lineage IIaD_3__actinobacterium YJF1-30	NA	NA	NA	1
D_2__HalanaerobiiaD_3__Halanaerobiales	NA	NA	NA	2
D_2__SericytochromatiaD_3__Hyaloperonospora arabidopsidis	NA	NA	NA	1
D_2__uncultured eubacterium OCS307D_3__uncultured eubacterium OCS307	NA	NA	NA	1
D_2__ParcubacteriaD_3__Candidatus Staskawiczbacteria	NA	NA	NA	3
D_2__KD4-96D_3__uncultured Levilinea sp.	NA	NA	NA	1
D_2__Pla4 lineageD_3__uncultured Planctomycetaceae bacterium	NA	NA	NA	1
D_2__DehalococcoidiaD_3__661239	NA	NA	NA	1
D_2__vadinHA49D_3__uncultured Antarctic bacterium LB3-147	NA	NA	NA	1
D_2__MicrogenomatiaD_3__Candidatus Shapirobacteria	NA	NA	NA	3
D_2__DeltaproteobacteriaD_3__NKB15	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured Acidobacteriaceae bacterium	NA	NA	NA	1
D_2__LimnochordiaD_3__Limnochordales	NA	NA	NA	4
D_2__Subgroup 6D_3__uncultured bacterium gp6	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured bacterium 98	NA	NA	NA	1
D_2__ParcubacteriaD_3__Candidatus Yanofskybacteria	NA	NA	NA	4
D_2__ActinobacteriaD_3__Catenulisporales	NA	NA	NA	2
D_2__MB-A2-108D_3__Actinobacteria bacterium RBG_19FT_COMBO_70_19	NA	NA	NA	1
D_2__Gitt-GS-136D_3__uncultured bacterium #0319-6C24	NA	NA	NA	1
D_2__Subgroup 22D_3__uncultured proteobacterium	NA	NA	NA	6
