Taxa	Fresh	Brackish	Marine	total
D_2__GammaproteobacteriaD_3__EnterobacterialesD_4__Enterobacteriaceae	NA	0.5	0.5	418
D_2__GammaproteobacteriaD_3__DiplorickettsialesD_4__Diplorickettsiaceae	NA	NA	NA	106
D_2__AlphaproteobacteriaD_3__RickettsialesD_4__SM2D12	NA	NA	NA	61
D_2__VerrucomicrobiaeD_3__PedosphaeralesD_4__Pedosphaeraceae	0.909090909090909	NA	0.0909090909090909	188
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Xanthobacteraceae	0.5	0.5	NA	441
D_2__BacteroidiaD_3__BacteroidalesD_4__Bacteroidetes vadinHA17	NA	NA	NA	63
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Oleiphilaceae	NA	0.666666666666667	0.333333333333333	17
D_2__GammaproteobacteriaD_3__ThiomicrospiralesD_4__Thiomicrospiraceae	NA	NA	NA	19
D_2__VerrucomicrobiaeD_3__unculturedD_4__uncultured Verrucomicrobia bacterium	1	NA	NA	12
D_2__BacteroidiaD_3__CytophagalesD_4__Cyclobacteriaceae	0.285714285714286	0.285714285714286	0.428571428571429	141
D_2__BacteroidiaD_3__SphingobacterialesD_4__Lentimicrobiaceae	1	NA	NA	67
D_2__DeltaproteobacteriaD_3__DesulfovibrionalesD_4__Desulfovibrionaceae	NA	NA	NA	51
D_2__AlphaproteobacteriaD_3__ParvibaculalesD_4__Parvibaculaceae	NA	NA	NA	7
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Rhizobiaceae	1	NA	NA	196
D_2__AlphaproteobacteriaD_3__RickettsialesD_4__Midichloriaceae	NA	NA	NA	9
D_2__GammaproteobacteriaD_3__Gammaproteobacteria Incertae SedisD_4__Unknown Family	NA	1	NA	169
D_2__BacteroidiaD_3__SphingobacterialesD_4__AKYH767	1	NA	NA	49
D_2__GammaproteobacteriaD_3__ThiomicrospiralesD_4__Thioglobaceae	NA	0.333333333333333	0.666666666666667	72
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured marine bacterium	NA	0.6	0.4	141
D_2__AlphaproteobacteriaD_3__CaulobacteralesD_4__Caulobacteraceae	0.888888888888889	0.111111111111111	NA	295
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__SAR86 cluster bacterium BACL1 MAG-120507-bin14	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__PseudomonadalesD_4__Moraxellaceae	0.5	0.333333333333333	0.166666666666667	787
D_2__DeltaproteobacteriaD_3__BdellovibrionalesD_4__Bacteriovoracaceae	0.5	0.5	NA	73
D_2__AlphaproteobacteriaD_3__SAR11 cladeD_4__Clade II	NA	0.75	0.25	229
D_2__ThermoplasmataD_3__MethanomassiliicoccalesD_4__Methanomassiliicoccaceae	NA	NA	NA	7
D_2__BacilliD_3__LactobacillalesD_4__Streptococcaceae	NA	NA	NA	76
D_2__DeltaproteobacteriaD_3__DesulfobacteralesD_4__Desulfobulbaceae	NA	NA	NA	160
D_2__ChloroflexiaD_3__ChloroflexalesD_4__Roseiflexaceae	1	NA	NA	7
D_2__OxyphotobacteriaD_3__NostocalesD_4__Nostocaceae	1	NA	NA	84
D_2__uncultured soil bacteriumD_3__uncultured soil bacteriumD_4__uncultured soil bacterium	NA	NA	NA	55
D_2__PlanctomycetaciaD_3__PirellulalesD_4__Pirellulaceae	NA	0.4	0.6	285
D_2__ClostridiaD_3__ClostridialesD_4__Clostridiaceae 1	NA	1	NA	171
D_2__IgnavibacteriaD_3__KryptonialesD_4__BSV26	NA	NA	NA	37
D_2__GammaproteobacteriaD_3__ThiotrichalesD_4__Thiotrichaceae	NA	0.5	0.5	58
D_2__FimbriimonadiaD_3__FimbriimonadalesD_4__Fimbriimonadaceae	1	NA	NA	26
D_2__GammaproteobacteriaD_3__AeromonadalesD_4__Aeromonadaceae	1	NA	NA	187
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Saccharospirillaceae	NA	0.428571428571429	0.571428571428571	56
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Beijerinckiaceae	0.4	0.6	NA	211
D_2__CampylobacteriaD_3__CampylobacteralesD_4__Thiovulaceae	1	NA	NA	166
D_2__GammaproteobacteriaD_3__FrancisellalesD_4__Francisellaceae	NA	1	NA	18
D_2__DeltaproteobacteriaD_3__BdellovibrionalesD_4__Bdellovibrionaceae	1	NA	NA	140
D_2__HolophagaeD_3__HolophagalesD_4__Holophagaceae	0.75	0.25	NA	62
D_2__AlphaproteobacteriaD_3__ParvibaculalesD_4__PS1 clade	NA	0.5	0.5	14
D_2__AcidimicrobiiaD_3__MicrotrichalesD_4__Ilumatobacteraceae	0.25	0.625	0.125	128
D_2__GammaproteobacteriaD_3__MethylococcalesD_4__Methylomonaceae	0.666666666666667	0.333333333333333	NA	131
D_2__VerrucomicrobiaeD_3__VerrucomicrobialesD_4__Rubritaleaceae	0.272727272727273	0.272727272727273	0.454545454545455	162
D_2__vadinHA49D_3__metagenomeD_4__metagenome	0.5	0.5	NA	243
D_2__GammaproteobacteriaD_3__MethylococcalesD_4__Cycloclasticaceae	NA	NA	NA	4
D_2__AlphaproteobacteriaD_3__unculturedD_4__alpha proteobacterium P-20	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__PseudomonadalesD_4__Pseudomonadaceae	0.333333333333333	0.666666666666667	NA	823
D_2__OxyphotobacteriaD_3__NostocalesD_4__Chroococcidiopsaceae	NA	NA	NA	13
D_2__BacteroidiaD_3__BacteroidalesD_4__Ika33	NA	NA	NA	1
D_2__Subgroup 5D_3__uncultured Acidobacteria bacteriumD_4__uncultured Acidobacteria bacterium	1	NA	NA	235
D_2__GammaproteobacteriaD_3__KI89A cladeD_4__marine gamma proteobacterium HTCC2089	NA	1	NA	1
D_2__BacteroidiaD_3__FlavobacterialesD_4__Weeksellaceae	NA	NA	NA	109
D_2__ClostridiaD_3__ClostridialesD_4__Ruminococcaceae	NA	NA	NA	392
D_2__BacteroidiaD_3__FlavobacterialesD_4__NS7 marine group	NA	0.333333333333333	0.666666666666667	18
D_2__BacteroidiaD_3__BacteroidalesD_4__Rikenellaceae	NA	NA	NA	91
D_2__VerrucomicrobiaeD_3__MethylacidiphilalesD_4__Methylacidiphilaceae	1	NA	NA	26
D_2__AlphaproteobacteriaD_3__RhodospirillalesD_4__Rhodospirillaceae	NA	1	NA	48
D_2__NitrospiniaD_3__NitrospinalesD_4__Nitrospinaceae	NA	1	NA	37
D_2__AnaerolineaeD_3__AnaerolinealesD_4__Anaerolineaceae	NA	1	NA	159
D_2__BacteroidiaD_3__SphingobacterialesD_4__LiUU-11-161	1	NA	NA	12
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Hyphomicrobiaceae	NA	1	NA	139
D_2__GammaproteobacteriaD_3__AlteromonadalesD_4__Colwelliaceae	NA	0.714285714285714	0.285714285714286	131
D_2__VerrucomicrobiaeD_3__unculturedD_4__uncultured Opitutae bacterium	1	NA	NA	4
D_2__AlphaproteobacteriaD_3__KordiimonadalesD_4__uncultured	0.4	0.4	0.2	568
D_2__ClostridiaD_3__ClostridialesD_4__Lachnospiraceae	NA	NA	NA	255
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Halomonadaceae	NA	NA	1	111
D_2__ThermoplasmataD_3__Marine Group IID_4__uncultured archaeon	NA	0.5	0.5	131
D_2__Subgroup 6D_3__uncultured prokaryoteD_4__uncultured prokaryote	NA	NA	NA	21
D_2__VerrucomicrobiaeD_3__OpitutalesD_4__Opitutaceae	1	NA	NA	147
D_2__AlphaproteobacteriaD_3__CaulobacteralesD_4__Hyphomonadaceae	0.2	0.6	0.2	112
D_2__GammaproteobacteriaD_3__EctothiorhodospiralesD_4__Ectothiorhodospiraceae	NA	NA	NA	21
D_2__DeltaproteobacteriaD_3__Deltaproteobacteria Incertae SedisD_4__Syntrophorhabdaceae	NA	NA	NA	15
D_2__BacteroidiaD_3__BacteroidalesD_4__Prevotellaceae	NA	NA	NA	91
D_2__GammaproteobacteriaD_3__SteroidobacteralesD_4__Woeseiaceae	NA	1	NA	72
D_2__BacteroidiaD_3__SphingobacterialesD_4__KD3-93	1	NA	NA	33
D_2__PlanctomycetaciaD_3__GemmatalesD_4__Gemmataceae	1	NA	NA	84
D_2__ActinobacteriaD_3__PropionibacterialesD_4__Nocardioidaceae	NA	NA	NA	111
D_2__OxyphotobacteriaD_3__PseudanabaenalesD_4__Pseudanabaenaceae	NA	1	NA	13
D_2__ClostridiaD_3__ClostridialesD_4__Eubacteriaceae	NA	NA	NA	11
D_2__GammaproteobacteriaD_3__MethylococcalesD_4__Methylococcaceae	NA	NA	NA	15
D_2__uncultured organismD_3__uncultured organismD_4__uncultured organism	NA	NA	NA	18
D_2__DeltaproteobacteriaD_3__OligoflexalesD_4__053A03-B-DI-P58	NA	NA	NA	3
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Chromobacteriaceae	1	NA	NA	25
D_2__VerrucomicrobiaeD_3__ChthoniobacteralesD_4__Terrimicrobiaceae	NA	1	NA	37
D_2__IgnavibacteriaD_3__IgnavibacterialesD_4__Ignavibacteriaceae	NA	NA	NA	9
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured gamma proteobacterium KTc1121	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Stappiaceae	NA	NA	NA	9
D_2__BacteroidiaD_3__CytophagalesD_4__Microscillaceae	1	NA	NA	127
D_2__NitrospiraD_3__NitrospiralesD_4__Nitrospiraceae	0.5	0.5	NA	66
D_2__BacteroidiaD_3__ChitinophagalesD_4__37-13	NA	NA	NA	22
D_2__PhycisphaeraeD_3__TepidisphaeralesD_4__WD2101 soil group	NA	NA	NA	15
D_2__RhodothermiaD_3__RhodothermalesD_4__Rhodothermaceae	NA	NA	NA	13
D_2__BacteroidiaD_3__SphingobacterialesD_4__Sphingobacteriaceae	0.142857142857143	0.857142857142857	NA	322
D_2__DeltaproteobacteriaD_3__DesulfuromonadalesD_4__Desulfuromonadaceae	NA	1	NA	43
D_2__GracilibacteriaD_3__JGI 0000069-P22D_4__uncultured Microgenomates group bacterium	NA	NA	NA	7
D_2__Blastocatellia (Subgroup 4)D_3__BlastocatellalesD_4__Blastocatellaceae	NA	NA	NA	110
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__Myxococcaceae	NA	NA	NA	6
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Rhizobiales Incertae Sedis	1	NA	NA	106
D_2__DeltaproteobacteriaD_3__OligoflexalesD_4__0319-6G20	1	NA	NA	85
D_2__DeltaproteobacteriaD_3__NB1-jD_4__uncultured Desulfuromonadaceae bacterium	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__RickettsialesD_4__Rickettsiaceae	0.666666666666667	0.333333333333333	NA	38
D_2__DeltaproteobacteriaD_3__DesulfuromonadalesD_4__Geobacteraceae	0.666666666666667	0.333333333333333	NA	183
D_2__VerrucomicrobiaeD_3__unculturedD_4__Aphanizomenon flos-aquae WA102	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__XanthomonadalesD_4__Rhodanobacteraceae	NA	NA	NA	90
D_2__GammaproteobacteriaD_3__ChromatialesD_4__Sedimenticolaceae	NA	NA	NA	12
D_2__FibrobacteriaD_3__FibrobacteralesD_4__Fibrobacteraceae	NA	1	NA	37
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Methyloligellaceae	NA	NA	NA	29
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__T34	NA	NA	NA	6
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__TRA3-20	0.6	0.4	NA	112
D_2__PlanctomycetaciaD_3__PlanctomycetalesD_4__Rubinisphaeraceae	NA	NA	NA	64
D_2__GammaproteobacteriaD_3__ThiohalorhabdalesD_4__Thiohalorhabdaceae	NA	1	NA	32
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Alcanivoracaceae	NA	NA	1	29
D_2__GammaproteobacteriaD_3__CoxiellalesD_4__Coxiellaceae	NA	NA	NA	35
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Kangiellaceae	NA	NA	NA	12
D_2__WoesearchaeiaD_3__uncultured euryarchaeoteD_4__uncultured euryarchaeote	NA	NA	NA	49
D_2__MethanobacteriaD_3__MethanobacterialesD_4__Methanobacteriaceae	NA	NA	NA	27
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__SC-I-84	NA	NA	NA	45
D_2__AlphaproteobacteriaD_3__SneathiellalesD_4__Sneathiellaceae	NA	NA	NA	17
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured gamma proteobacterium	NA	0.333333333333333	0.666666666666667	87
D_2__AcidimicrobiiaD_3__MicrotrichalesD_4__Microtrichaceae	NA	NA	NA	62
D_2__GammaproteobacteriaD_3__XanthomonadalesD_4__Xanthomonadaceae	1	NA	NA	183
D_2__LatescibacteriaD_3__LatescibacteralesD_4__Latescibacteraceae	NA	NA	NA	6
D_2__ThermoanaerobaculiaD_3__ThermoanaerobaculalesD_4__Thermoanaerobaculaceae	NA	NA	NA	40
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Gallionellaceae	1	NA	NA	137
D_2__GammaproteobacteriaD_3__B2M28D_4__uncultured sediment bacterium	NA	NA	NA	5
D_2__AlphaproteobacteriaD_3__ParvibaculalesD_4__OCS116 clade	NA	NA	1	16
D_2__BacteroidiaD_3__BacteroidalesD_4__Paludibacteraceae	1	NA	NA	54
D_2__AlphaproteobacteriaD_3__RhodovibrionalesD_4__Kiloniellaceae	NA	NA	NA	12
D_2__BacteroidiaD_3__CytophagalesD_4__Cytophagaceae	1	NA	NA	29
D_2__BacteroidiaD_3__CytophagalesD_4__Bernardetiaceae	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__SAR11 cladeD_4__Clade IV	NA	1	NA	4
D_2__NegativicutesD_3__SelenomonadalesD_4__Veillonellaceae	NA	NA	NA	62
D_2__DeltaproteobacteriaD_3__DesulfarculalesD_4__Desulfarculaceae	NA	NA	NA	38
D_2__GammaproteobacteriaD_3__Ga0077536D_4__uncultured sulfur-oxidizing symbiont bacterium	NA	NA	NA	1
D_2__ActinobacteriaD_3__CorynebacterialesD_4__Mycobacteriaceae	1	NA	NA	209
D_2__PlanctomycetaciaD_3__PlanctomycetalesD_4__Gimesiaceae	NA	NA	1	19
D_2__PhycisphaeraeD_3__PhycisphaeralesD_4__Phycisphaeraceae	0.666666666666667	NA	0.333333333333333	62
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__A0839	NA	NA	NA	32
D_2__BacteroidiaD_3__BacteroidalesD_4__Bacteroidaceae	NA	NA	NA	140
D_2__ClostridiaD_3__ClostridialesD_4__Peptostreptococcaceae	NA	NA	NA	97
D_2__DeltaproteobacteriaD_3__DesulfuromonadalesD_4__Sva1033	NA	1	NA	20
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__Haliangiaceae	NA	NA	NA	106
D_2__ErysipelotrichiaD_3__ErysipelotrichalesD_4__Erysipelotrichaceae	NA	NA	NA	60
D_2__ActinobacteriaD_3__MicrococcalesD_4__Intrasporangiaceae	NA	NA	NA	34
D_2__DeltaproteobacteriaD_3__OligoflexalesD_4__Oligoflexaceae	NA	1	NA	47
D_2__ThermoleophiliaD_3__SolirubrobacteralesD_4__Solirubrobacteraceae	1	NA	NA	71
D_2__ClostridiaD_3__ClostridialesD_4__Defluviitaleaceae	NA	NA	NA	6
D_2__IgnavibacteriaD_3__IgnavibacterialesD_4__Melioribacteraceae	NA	NA	NA	11
D_2__AlphaproteobacteriaD_3__ParacaedibacteralesD_4__Paracaedibacteraceae	1	NA	NA	48
D_2__Blastocatellia (Subgroup 4)D_3__PyrinomonadalesD_4__Pyrinomonadaceae	NA	NA	NA	59
D_2__ParcubacteriaD_3__Candidatus LloydbacteriaD_4__Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_18	NA	NA	NA	1
D_2__CampylobacteriaD_3__CampylobacteralesD_4__Sulfurovaceae	NA	NA	NA	59
D_2__GammaproteobacteriaD_3__PasteurellalesD_4__Pasteurellaceae	NA	NA	NA	16
D_2__LentisphaeriaD_3__VictivallalesD_4__GWF2-44-16	NA	NA	NA	4
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Chitinibacteraceae	NA	1	NA	19
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Aquaspirillaceae	NA	NA	NA	6
D_2__OxyphotobacteriaD_3__NostocalesD_4__Xenococcaceae	NA	NA	NA	11
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Chitinimonadaceae	NA	NA	NA	7
D_2__SpirochaetiaD_3__SpirochaetalesD_4__Spirochaetaceae	NA	NA	NA	77
D_2__NegativicutesD_3__SelenomonadalesD_4__Acidaminococcaceae	NA	NA	NA	12
D_2__OxyphotobacteriaD_3__NostocalesD_4__Coleofasciculaceae	NA	NA	NA	7
D_2__BacteroidiaD_3__SphingobacterialesD_4__ST-12K33	1	NA	NA	3
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__P3OB-42	NA	NA	NA	21
D_2__AlphaproteobacteriaD_3__RickettsialesD_4__AB1	NA	1	NA	13
D_2__LeptospiraeD_3__LeptospiralesD_4__Leptospiraceae	1	NA	NA	19
D_2__AlphaproteobacteriaD_3__AcetobacteralesD_4__Acetobacteraceae	1	NA	NA	148
D_2__BacteroidiaD_3__BacteroidalesD_4__Dysgonomonadaceae	NA	NA	NA	41
D_2__MethanomicrobiaD_3__MethanosarcinalesD_4__Methanosaetaceae	NA	NA	NA	8
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__BIrii41	NA	NA	NA	62
D_2__GammaproteobacteriaD_3__CellvibrionalesD_4__Spongiibacteraceae	NA	0.5	0.5	49
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured gamma proteobacterium MB12D03	NA	NA	NA	1
D_2__DeinococciD_3__DeinococcalesD_4__Trueperaceae	NA	NA	NA	8
D_2__OxyphotobacteriaD_3__NostocalesD_4__Cyanobacteriaceae	NA	NA	NA	6
D_2__IgnavibacteriaD_3__OPB56D_4__uncultured sludge bacterium A12b	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured SAR86 cluster bacterium	NA	NA	NA	10
D_2__OxyphotobacteriaD_3__NostocalesD_4__Gloeocapsaceae	1	NA	NA	3
D_2__BacteroidiaD_3__BacteroidalesD_4__SB-5	NA	NA	NA	17
D_2__BD7-11D_3__uncultured planctomyceteD_4__uncultured planctomycete	NA	NA	NA	17
D_2__IgnavibacteriaD_3__OPB56D_4__uncultured Ignavibacteriales bacterium	NA	NA	NA	1
D_2__BacilliD_3__BacillalesD_4__Planococcaceae	NA	NA	NA	97
D_2__AlphaproteobacteriaD_3__HolosporalesD_4__Holosporaceae	NA	NA	NA	20
D_2__AlphaproteobacteriaD_3__MicavibrionalesD_4__Micavibrionaceae	NA	NA	NA	16
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Devosiaceae	NA	NA	NA	104
D_2__OxyphotobacteriaD_3__NostocalesD_4__Microcystaceae	NA	NA	NA	11
D_2__AlphaproteobacteriaD_3__RhizobialesD_4__Pleomorphomonadaceae	NA	NA	NA	15
D_2__ActinobacteriaD_3__CorynebacterialesD_4__Nocardiaceae	NA	NA	NA	65
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__Polyangiaceae	NA	NA	NA	47
D_2__CPR2D_3__uncultured Firmicutes bacteriumD_4__uncultured Firmicutes bacterium	NA	NA	NA	6
D_2__GammaproteobacteriaD_3__SteroidobacteralesD_4__Steroidobacteraceae	NA	NA	NA	44
D_2__GracilibacteriaD_3__Candidatus PeribacteriaD_4__Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_53_20	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__ReyranellalesD_4__Reyranellaceae	NA	NA	NA	49
D_2__FusobacteriiaD_3__FusobacterialesD_4__Leptotrichiaceae	1	NA	NA	19
D_2__AlphaproteobacteriaD_3__unculturedD_4__uncultured alpha proteobacterium	NA	NA	NA	14
D_2__GammaproteobacteriaD_3__EctothiorhodospiralesD_4__Thioalkalispiraceae	NA	NA	NA	7
D_2__ThermotogaeD_3__PetrotogalesD_4__Petrotogaceae	NA	NA	NA	3
D_2__BabeliaeD_3__BabelialesD_4__UBA12409	NA	NA	NA	14
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__Archangiaceae	NA	NA	NA	22
D_2__ActinobacteriaD_3__PeM15D_4__Actinomycetales bacterium GP-5	NA	NA	NA	1
D_2__BacteroidiaD_3__BacteroidalesD_4__Marinilabiliaceae	NA	NA	NA	28
D_2__PhycisphaeraeD_3__MSBL9D_4__SG8-4	NA	NA	NA	10
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Leeiaceae	NA	NA	NA	8
D_2__ThermoplasmataD_3__Marine Group IID_4__uncultured marine archaeon	NA	0.5	0.5	35
D_2__KiritimatiellaeD_3__KiritimatiellalesD_4__Kiritimatiellaceae	NA	NA	NA	24
D_2__CalditrichiaD_3__CalditrichalesD_4__Calditrichaceae	NA	NA	NA	5
D_2__ClostridiaD_3__ClostridialesD_4__Family XIII	NA	NA	NA	31
D_2__BacteroidiaD_3__BacteroidalesD_4__Bacteroidetes BD2-2	NA	NA	NA	52
